BX = 000 Event : 1
0x00 0000001|0000000|00110110100001010|00001010|0011100111|000001010  0x00803685051CE0A
0x01 0000001|0000001|00111110010010110|00001001|0101011010|000000111  0x00813E4B04AB407
0x02 0000001|0000010|00101101011011010|00001111|0010110000|000001111  0x00822D6D079600F
0x03 0000001|0000011|00110000011001000|11001001|0001110011|111010101  0x00833064648E7D5
0x04 0000001|0000100|00110000101111100|11000010|0001111001|111000101  0x008430BE610F3C5
0x05 0000001|0000101|00110100110000110|00010110|0000101111|000001000  0x008534C30B05E08
BX = 001 Event : 2
0x00 0000001|0000000|00110011111010010|00111010|0011010101|000111110  0x008033E91D1AA3E
0x01 0000001|0000001|00110000101001010|00111001|0011100011|000111001  0x008130A51C9C639
0x02 0000001|0000010|00110111001111010|10011101|0101010101|110101110  0x0082373D4EAABAE
0x03 0000001|0000101|00110010000001010|10001110|0010110110|110011110  0x008532054716D9E
0x04 0000001|0000110|00110010011101100|10001101|0010111101|110011101  0x008632764697B9D
BX = 010 Event : 3
0x00 0000001|0000000|00110101111011100|01110111|0100001101|001101000  0x008035EE3BA1A68
0x01 0000001|0000001|00110110110111010|11000101|0001110110|111000000  0x008136DD628EDC0
0x02 0000001|0000010|00101011111000010|11011011|1111100011|111010111  0x00822BE16DFC7D7
0x03 0000001|0000011|00101100000111000|11011010|1111100111|111010110  0x00832C1C6D7CFD6
BX = 011 Event : 4
0x00 0000001|0000000|00111001010101010|11001110|0101001010|111011011  0x0080395567295DB
0x01 0000001|0000001|00111001011010010|11001111|0101001011|111011100  0x0081396967A97DC
0x02 0000001|0000010|00110010010110000|11011101|0010100101|111011101  0x008232586E94BDD
0x03 0000001|0000101|00101110100011010|01011001|0001010011|001001010  0x00852E8D2C8A64A
0x04 0000001|0000110|00111010011101110|11011011|0011111001|111011010  0x00863A776D9F3DA
0x05 0000001|0000111|00111000110011010|11011111|0011101000|111100000  0x008738CD6F9D1E0
0x06 0000001|0001000|00111000011001110|00000011|0011100011|000001110  0x00883867019C60E
0x07 0000001|0001001|00101111110100000|11101100|0001100011|111100100  0x00892FD0760C7E4
0x08 0000001|0001010|00110000000011100|11101101|0001100110|111100110  0x008A300E768CDE6
0x09 0000001|0001011|00111011110000010|11110100|0011011101|111101110  0x008B3BC17A1BBEE
0x0a 0000001|0001100|00110111010101110|11111111|0010110000|111111100  0x008C37577F961FC
0x0b 0000001|0001101|00101000111010110|11110111|1111001001|111110111  0x008D28EB7BF93F7
0x0c 0000001|0001110|00101010110110000|11111101|1111011110|000000000  0x008E2AD87EFBC00
0x0d 0000001|0001111|00111100101100110|00100101|0011000011|000011010  0x008F3CB3129861A
0x0e 0000001|0010000|00110001000001110|00101010|0001000010|000100001  0x009031071508421
0x0f 0000001|0010001|00111001110111100|00101101|0010100100|000100101  0x009139DE1694825
0x10 0000001|0010010|00111000011001000|00101101|0010010011|000100101  0x009238641692625
0x11 0000001|0010011|00100101111111010|01100010|1111000111|001011110  0x009325FD3178E5E
0x12 0000001|0010100|00100111011010010|01100010|1111011110|001011110  0x00942769317BC5E
0x13 0000001|0010101|00101011111011100|11111011|1111110111|111111111  0x00952BEE7DFEFFF
0x14 0000001|0010110|00101101101001010|00000001|0000001001|000000110  0x00962DA50081206
0x15 0000001|0010111|00100111111111010|00010000|1111001110|000011010  0x009727FD0879C1A
0x16 0000001|0011000|00100101101100110|00010100|1110110111|000011111  0x009825B30A76E1F
0x17 0000001|0011001|00110001011010000|11110010|0001000010|111101010  0x0099316879085EA
0x18 0000001|0011010|00101011101110110|00000001|0000000111|111111101  0x009A2BBB0080FFD
0x19 0000001|0011011|00101001011100010|00000101|1111101111|000000011  0x009B297102FDE03
